NOMBDEP,NOMBPROV,NOMBDIST,INVIERNO,MAYO,AGOSTO,OCTUBRE,MARZO,DICIEMBRE,ENERO,SETIEMBRE,VERANO,JUNIO,NOVIEMBRE,ABRIL,FEBRERO,ANUAL,JULIO,PRIMAVERA,OTOÑO
AMAZONAS,BONGARA,VALERA,22.63287317554284,22.25090525404389,22.763279208582404,23.67446854537175,21.742027240532845,23.076574311045363,22.328562500151463,23.075722953390628,22.029383432371045,22.140081171882443,23.769304319065338,22.1108957814951,21.944955033249457,22.513170295391394,22.0604584743477,23.528797811862233,22.162680458610144
AMAZONAS,BONGARA,YAMBRASBAMBA,24.09173847433138,24.22477222218856,24.074868343762752,25.146141698126122,23.88336353660289,24.813513453140466,24.13776787057114,24.55990447711793,23.925568330239628,23.8981455276469,25.316514546249127,24.157451053094434,23.771166481279284,24.284367913744383,23.684513162893705,25.101386784631785,24.093910922686305
AMAZONAS,CHACHAPOYAS,ASUNCION,21.037598429852306,20.685175863312054,21.08874083077293,21.63761964785015,19.40204551467455,20.858277500823537,19.90807384933417,21.214257007005404,19.553371576507026,20.821493820709758,21.66894034712318,20.062333747563095,19.36687590036277,20.642494474379735,20.747454038786678,21.348933658857323,20.495173749988265
AMAZONAS,CHACHAPOYAS,BALSAS,21.906749555981047,21.749495430250796,21.969089885733663,22.145011738948863,20.94914917228289,21.673766794353128,21.308576248103716,22.258024989994944,21.115165892821377,21.589073674472292,22.14203775506171,21.351430248943004,21.081962420782514,21.63082865818509,21.46871665977153,21.991025554628273,21.552783321106517
AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,22.813260887113856,22.131006442013142,22.975779475595665,23.203879977256033,21.32414065766277,22.26505344735694,21.66600756547637,23.12161321917382,21.444444094949883,22.128372527091337,23.082386635292387,21.714517114669384,21.33244410066053,22.21239267362936,22.23712504713333,22.89992793183392,21.97518643946958
AMAZONAS,CHACHAPOYAS,CHETO,21.55279068758075,21.53472720201356,21.571993598897663,22.419189797011526,20.689983233461575,21.64593551516554,21.01062932593331,21.820703398839807,20.79779650478287,21.507475721110985,22.501454691631167,21.162891397672325,20.71775884031955,21.444367386641368,21.314766879039517,22.21585265158526,21.39897904221328
AMAZONAS,CHACHAPOYAS,CHILIQUIN,21.197827407829962,21.00617463246677,21.271285101954682,22.089528223461866,20.020564754470122,21.349850355388206,20.483772527592034,21.481248885523595,20.179389641922928,21.032928040604325,22.19687510138911,20.54442845278859,20.007076583454158,21.038252270309954,20.851650100799546,21.882558342867682,20.859290558423385
AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,20.573157704410978,20.263193913204038,20.63601069382948,20.954798935033626,19.245114610612,20.220292867520502,19.773485461779103,20.941926790283684,19.46708167942419,20.29903613463349,20.934771905353582,19.844787396655047,19.364012785787914,20.1665531299564,20.103239867675565,20.687914915365305,20.092663650179546
AMAZONAS,CHACHAPOYAS,GRANADA,19.11609699742473,18.835758294545915,19.17929416681471,19.857553181232593,17.202481249968866,18.808728557811545,17.51592810806406,19.2371001061313,17.260109700658035,19.022094417557824,19.989247381190026,18.038980590835585,17.090877369147506,18.762431093487947,18.942884927644045,19.401441194483365,18.744852613994137
AMAZONAS,CHACHAPOYAS,HUANCAS,23.62649791174257,22.907725779429516,23.86536439110897,24.199314284741753,22.168543194623933,23.251929769737245,22.6566961721932,24.058022532492533,22.377091524630607,22.858225565823002,24.049866033612464,22.66441632315188,22.32001411614958,23.095312352387115,22.951354083586352,23.845561586164873,22.835190680181746
AMAZONAS,CHACHAPOYAS,LA JALCA,20.002053509712766,19.939672074012837,20.02607918369522,20.78661031093525,18.847930344166194,20.0235353494094,19.29648919790968,20.33289945212517,18.98283360792745,19.892146915548228,20.921752177710005,19.400762454493794,18.862627663864785,19.81843280811446,19.683736049596895,20.593253697279593,19.73246245261505
AMAZONAS,CHACHAPOYAS,LEIMEBAMBA,18.259569938285836,18.291976477152062,18.247458592478342,18.772904657486077,16.984209490595028,18.09858815483506,17.368221906223212,18.392532344997914,17.102135066521473,18.41168839840949,18.963671844823143,17.573027726436703,16.92646429462425,17.991217651859433,18.128504830104735,18.621452081615406,18.069904330530182
